WKT,Point #,Municipality,Barangay,Longitude,Latitude
POINT (120.3603575 16.3192254),1394,Agoo,San Nicolas East,120.3603575,16.3192254
POINT (120.3643226 16.31826),1395,Agoo,San Nicolas East,120.3643226,16.31826
POINT (120.3631045 16.3202414),1396,Agoo,San Nicolas East,120.3631045,16.3202414
POINT (120.3588296 16.3196315),1397,Agoo,San Nicolas East,120.3588296,16.3196315
POINT (120.3567294 16.3197114),1398,Agoo,San Nicolas East,120.3567294,16.3197114
POINT (120.3553671 16.3238707),1399,Agoo,San Manuel Sur,120.3553671,16.3238707
POINT (120.3536592 16.3234283),1400,Agoo,San Manuel Sur,120.3536592,16.3234283
POINT (120.3492871 16.3244816),1401,Agoo,San Manuel Sur,120.3492871,16.3244816
POINT (120.3523483 16.3231114),1402,Agoo,San Manuel Sur,120.3523483,16.3231114
POINT (120.3476771 16.3250689),1403,Agoo,San Manuel Sur,120.3476771,16.3250689
POINT (120.3442955 16.3078973),1404,Agoo,Santa Rita West,120.3442955,16.3078973
POINT (120.3415902 16.303109),1405,Agoo,Santa Rita West,120.3415902,16.303109
POINT (120.3465871 16.3036609),1406,Agoo,Santa Rita West,120.3465871,16.3036609
POINT (120.3408586 16.3054446),1407,Agoo,Santa Rita West,120.3408586,16.3054446
POINT (120.3455857 16.3053923),1408,Agoo,Santa Rita West,120.3455857,16.3053923
POINT (120.368763 16.3243799),1409,Agoo,San Jose Norte,120.368763,16.3243799
POINT (120.3692328 16.322561),1410,Agoo,San Jose Norte,120.3692328,16.322561
POINT (120.3692874 16.3237702),1411,Agoo,San Jose Norte,120.3692874,16.3237702
POINT (120.3682267 16.3258991),1412,Agoo,San Jose Norte,120.3682267,16.3258991
POINT (120.371767 16.326568),1413,Agoo,San Jose Norte,120.371767,16.326568
POINT (120.3407455 16.3218321),1414,Agoo,San Nicolas Central,120.3407455,16.3218321
POINT (120.3433531 16.3213744),1415,Agoo,San Nicolas Central,120.3433531,16.3213744
POINT (120.3415746 16.3235183),1416,Agoo,San Nicolas Central,120.3415746,16.3235183
POINT (120.3443083 16.3196011),1417,Agoo,San Nicolas Central,120.3443083,16.3196011
POINT (120.3420964 16.3224466),1418,Agoo,San Nicolas Central,120.3420964,16.3224466
POINT (120.3687366 16.3351588),1419,Agoo,Capas,120.3687366,16.3351588
POINT (120.3695316 16.3299386),1420,Agoo,Capas,120.3695316,16.3299386
POINT (120.3651259 16.3331288),1421,Agoo,Capas,120.3651259,16.3331288
POINT (120.3652498 16.332455),1422,Agoo,Capas,120.3652498,16.332455
POINT (120.36623159 16.32702957),1423,Agoo,Purok,120.3662316,16.32702957
POINT (120.36616269 16.32694832),1424,Agoo,Purok,120.3661627,16.32694832
POINT (120.36616727 16.32696869),1425,Agoo,Purok,120.3661673,16.32696869
POINT (120.36614685 16.32692688),1426,Agoo,Purok,120.3661469,16.32692688
POINT (120.3474814 16.3248157),1427,Agoo,Santa Fe,120.3474814,16.3248157
POINT (120.3504044 16.3220001),1428,Agoo,Santa Fe,120.3504044,16.3220001
POINT (120.3487871 16.3245515),1429,Agoo,Santa Fe,120.3487871,16.3245515
POINT (120.3470141 16.325176),1430,Agoo,Santa Fe,120.3470141,16.325176
POINT (120.3625359 16.32077569),1431,Agoo,San Julian Norte,120.3625359,16.32077569
POINT (120.36217727 16.32117569),1432,Agoo,San Julian Norte,120.3621773,16.32117569
POINT (120.36060559 16.32129059),1433,Agoo,San Julian Norte,120.3606056,16.32129059
POINT (120.36102632 16.32128083),1434,Agoo,San Julian Norte,120.3610263,16.32128083
POINT (120.3691619 16.3134434),1435,Agoo,Santa Rita East,120.3691619,16.3134434
POINT (120.3709611 16.3149754),1436,Agoo,Santa Rita East,120.3709611,16.3149754
POINT (120.368821 16.315331),1437,Agoo,Santa Rita East,120.368821,16.315331
POINT (120.3684045 16.317546),1438,Agoo,Santa Rita East,120.3684045,16.317546
POINT (120.3404045 16.3191122),1439,Agoo,Macalva Central,120.3404045,16.3191122
POINT (120.340685 16.3212581),1440,Agoo,Macalva Central,120.340685,16.3212581
POINT (120.340167 16.3175836),1441,Agoo,Macalva Central,120.340167,16.3175836
POINT (120.3429256 16.3184406),1442,Agoo,Macalva Central,120.3429256,16.3184406
POINT (120.36750195 16.32080042),1443,Agoo,San Julian Central,120.367502,16.32080042
POINT (120.36690735 16.318403),1444,Agoo,San Julian Central,120.3669074,16.318403
POINT (120.36647023 16.31843099),1445,Agoo,San Julian Central,120.3664702,16.31843099
POINT (120.36350531 16.32186008),1446,Agoo,San Nicolas Norte,120.3635053,16.32186008
POINT (120.3646477 16.322718),1447,Agoo,San Nicolas Norte,120.3646477,16.322718
POINT (120.36478126 16.32228971),1448,Agoo,San Nicolas Norte,120.3647813,16.32228971
POINT (120.36576866 16.32006789),1449,Agoo,San Nicolas Sur,120.3657687,16.32006789
POINT (120.36504485 16.31964744),1450,Agoo,San Nicolas Sur,120.3650449,16.31964744
POINT (120.36448005 16.3197196),1451,Agoo,San Nicolas Sur,120.3644801,16.3197196
POINT (120.4233725 16.5445223),1452,Naguilian,Baraoas Sur,120.4233725,16.5445223
POINT (120.4118545 16.5462366),1453,Naguilian,Baraoas Sur,120.4118545,16.5462366
POINT (120.419354 16.5445684),1454,Naguilian,Baraoas Sur,120.419354,16.5445684
POINT (120.4182821 16.5446821),1455,Naguilian,Baraoas Sur,120.4182821,16.5446821
POINT (120.4097453 16.5492916),1456,Naguilian,Baraoas Sur,120.4097453,16.5492916
POINT (120.416006 16.5453403),1457,Naguilian,Baraoas Sur,120.416006,16.5453403
POINT (120.4136853 16.5455748),1458,Naguilian,Baraoas Sur,120.4136853,16.5455748
POINT (120.4173526 16.544606),1459,Naguilian,Baraoas Sur,120.4173526,16.544606
POINT (120.4170886 16.5440915),1460,Naguilian,Baraoas Sur,120.4170886,16.5440915
POINT (120.4201424 16.5392629),1461,Naguilian,Baraoas Sur,120.4201424,16.5392629
POINT (120.4076658 16.5527873),1462,Naguilian,Baraoas Sur,120.4076658,16.5527873
POINT (120.4175877 16.5434319),1463,Naguilian,Baraoas Sur,120.4175877,16.5434319
POINT (120.4169068 16.5485689),1464,Naguilian,Baraoas Sur,120.4169068,16.5485689
POINT (120.4101633 16.5493621),1465,Naguilian,Baraoas Sur,120.4101633,16.5493621
POINT (120.4100936 16.547717),1466,Naguilian,Baraoas Sur,120.4100936,16.547717
POINT (120.420933 16.5383903),1467,Naguilian,Baraoas Sur,120.420933,16.5383903
POINT (120.4284804 16.5433566),1468,Naguilian,Baraoas Sur,120.4284804,16.5433566
POINT (120.426214 16.54424),1469,Naguilian,Baraoas Sur,120.426214,16.54424
POINT (120.4079447 16.5517549),1470,Naguilian,Baraoas Sur,120.4079447,16.5517549
POINT (120.4310384 16.592475),1471,Naguilian,Natividad,120.4310384,16.592475
POINT (120.4357881 16.5819547),1472,Naguilian,Natividad,120.4357881,16.5819547
POINT (120.4379571 16.5809016),1473,Naguilian,Natividad,120.4379571,16.5809016
POINT (120.4453313 16.5644258),1474,Naguilian,Natividad,120.4453313,16.5644258
POINT (120.4297211 16.5941203),1475,Naguilian,Natividad,120.4297211,16.5941203
POINT (120.4383705 16.5663623),1476,Naguilian,Natividad,120.4383705,16.5663623
POINT (120.4352317 16.5826526),1477,Naguilian,Natividad,120.4352317,16.5826526
POINT (120.4299519 16.589885),1478,Naguilian,Natividad,120.4299519,16.589885
POINT (120.4300325 16.5902289),1479,Naguilian,Natividad,120.4300325,16.5902289
POINT (120.4299818 16.5878643),1480,Naguilian,Natividad,120.4299818,16.5878643
POINT (120.4402438 16.5800616),1481,Naguilian,Natividad,120.4402438,16.5800616
POINT (120.429668 16.586778),1482,Naguilian,Natividad,120.429668,16.586778
POINT (120.4278863 16.5996001),1483,Naguilian,Natividad,120.4278863,16.5996001
POINT (120.4369378 16.5813454),1484,Naguilian,Natividad,120.4369378,16.5813454
POINT (120.4362289 16.5816916),1485,Naguilian,Natividad,120.4362289,16.5816916
POINT (120.4440317 16.5747289),1486,Naguilian,Natividad,120.4440317,16.5747289
POINT (120.4426354 16.5766874),1487,Naguilian,Natividad,120.4426354,16.5766874
POINT (120.4220361 16.4800487),1488,Naguilian,Ortiz,120.4220361,16.4800487
POINT (120.4352225 16.4703967),1489,Naguilian,Ortiz,120.4352225,16.4703967
POINT (120.44001801 16.47470315),1490,Naguilian,Ortiz,120.440018,16.47470315
POINT (120.4178151 16.4899485),1491,Naguilian,Ortiz,120.4178151,16.4899485
POINT (120.4350471 16.4692903),1492,Naguilian,Ortiz,120.4350471,16.4692903
POINT (120.4388618 16.4650134),1493,Naguilian,Ortiz,120.4388618,16.4650134
POINT (120.4367989 16.4761768),1494,Naguilian,Ortiz,120.4367989,16.4761768
POINT (120.4236927 16.4838845),1495,Naguilian,Ortiz,120.4236927,16.4838845
POINT (120.4371617 16.4662845),1496,Naguilian,Ortiz,120.4371617,16.4662845
POINT (120.4211312 16.4823611),1497,Naguilian,Ortiz,120.4211312,16.4823611
POINT (120.4318656 16.4752266),1498,Naguilian,Ortiz,120.4318656,16.4752266
POINT (120.4341993 16.4670348),1499,Naguilian,Ortiz,120.4341993,16.4670348
POINT (120.4195658 16.4827336),1500,Naguilian,Ortiz,120.4195658,16.4827336
POINT (120.4338007 16.4686643),1501,Naguilian,Ortiz,120.4338007,16.4686643
POINT (120.4230869 16.4802439),1502,Naguilian,Ortiz,120.4230869,16.4802439
POINT (120.4271654 16.5591252),1503,Naguilian,Bariquir,120.4271654,16.5591252
POINT (120.4208238 16.5615246),1504,Naguilian,Bariquir,120.4208238,16.5615246
POINT (120.4203424 16.5703303),1505,Naguilian,Bariquir,120.4203424,16.5703303
POINT (120.4026245 16.5652029),1506,Naguilian,Bariquir,120.4026245,16.5652029
POINT (120.41397 16.5620154),1507,Naguilian,Bariquir,120.41397,16.5620154
POINT (120.4055146 16.564729),1508,Naguilian,Bariquir,120.4055146,16.564729
POINT (120.4071163 16.5651769),1509,Naguilian,Bariquir,120.4071163,16.5651769
POINT (120.4022224 16.5648794),1510,Naguilian,Bariquir,120.4022224,16.5648794
POINT (120.4288502 16.5591726),1511,Naguilian,Bariquir,120.4288502,16.5591726
POINT (120.414909 16.5629854),1512,Naguilian,Bariquir,120.414909,16.5629854
POINT (120.409926 16.5610121),1513,Naguilian,Bariquir,120.409926,16.5610121
POINT (120.4299901 16.5595149),1514,Naguilian,Bariquir,120.4299901,16.5595149
POINT (120.4353059 16.4900598),1515,Naguilian,Casilagan,120.4353059,16.4900598
POINT (120.4389542 16.4894927),1516,Naguilian,Casilagan,120.4389542,16.4894927
POINT (120.4376137 16.4911911),1517,Naguilian,Casilagan,120.4376137,16.4911911
POINT (120.4385262 16.4908475),1518,Naguilian,Casilagan,120.4385262,16.4908475
POINT (120.4403338 16.4947854),1519,Naguilian,Casilagan,120.4403338,16.4947854
POINT (120.440938 16.4885821),1520,Naguilian,Casilagan,120.440938,16.4885821
POINT (120.4375623 16.5016129),1521,Naguilian,Casilagan,120.4375623,16.5016129
POINT (120.4401036 16.4970203),1522,Naguilian,Casilagan,120.4401036,16.4970203
POINT (120.442614 16.4944963),1523,Naguilian,Casilagan,120.442614,16.4944963
POINT (120.4393072 16.4929007),1524,Naguilian,Casilagan,120.4393072,16.4929007
POINT (120.43871 16.491596),1525,Naguilian,Casilagan,120.43871,16.491596
POINT (120.4391191 16.4999886),1526,Naguilian,Casilagan,120.4391191,16.4999886
POINT (120.4045058 16.4918888),1527,Naguilian,Cabaritan Sur,120.4045058,16.4918888
POINT (120.4095189 16.5021904),1528,Naguilian,Cabaritan Sur,120.4095189,16.5021904
POINT (120.409226 16.5015334),1529,Naguilian,Cabaritan Sur,120.409226,16.5015334
POINT (120.4074869 16.4936358),1530,Naguilian,Cabaritan Sur,120.4074869,16.4936358
POINT (120.39719 16.4966819),1531,Naguilian,Cabaritan Sur,120.39719,16.4966819
POINT (120.4050794 16.4910079),1532,Naguilian,Cabaritan Sur,120.4050794,16.4910079
POINT (120.4045941 16.4927849),1533,Naguilian,Cabaritan Sur,120.4045941,16.4927849
POINT (120.3973254 16.4953013),1534,Naguilian,Cabaritan Sur,120.3973254,16.4953013
POINT (120.4069123 16.4972728),1535,Naguilian,Cabaritan Sur,120.4069123,16.4972728
POINT (120.403816 16.5039044),1536,Naguilian,Cabaritan Sur,120.403816,16.5039044
POINT (120.3993709 16.4947247),1537,Naguilian,Cabaritan Sur,120.3993709,16.4947247
POINT (120.3895235 16.4692132),1538,Naguilian,Ambaracao Norte,120.3895235,16.4692132
POINT (120.4000585 16.4647851),1539,Naguilian,Ambaracao Norte,120.4000585,16.4647851
POINT (120.4017123 16.4610309),1540,Naguilian,Ambaracao Norte,120.4017123,16.4610309
POINT (120.4084723 16.4600203),1541,Naguilian,Ambaracao Norte,120.4084723,16.4600203
POINT (120.391264 16.4665502),1542,Naguilian,Ambaracao Norte,120.391264,16.4665502
POINT (120.3909166 16.4658841),1543,Naguilian,Ambaracao Norte,120.3909166,16.4658841
POINT (120.3885717 16.4713555),1544,Naguilian,Ambaracao Norte,120.3885717,16.4713555
POINT (120.3903391 16.4670825),1545,Naguilian,Ambaracao Norte,120.3903391,16.4670825
POINT (120.4011136 16.4645713),1546,Naguilian,Ambaracao Norte,120.4011136,16.4645713
POINT (120.408664 16.4624499),1547,Naguilian,Ambaracao Norte,120.408664,16.4624499
POINT (120.4182458 16.4751705),1548,Naguilian,Dal-lipaoen,120.4182458,16.4751705
POINT (120.4233271 16.4673088),1549,Naguilian,Dal-lipaoen,120.4233271,16.4673088
POINT (120.4395203 16.4632781),1550,Naguilian,Dal-lipaoen,120.4395203,16.4632781
POINT (120.4202376 16.4726457),1551,Naguilian,Dal-lipaoen,120.4202376,16.4726457
POINT (120.423606 16.4665239),1552,Naguilian,Dal-lipaoen,120.423606,16.4665239
POINT (120.4175745 16.4766595),1553,Naguilian,Dal-lipaoen,120.4175745,16.4766595
POINT (120.4258604 16.4657277),1554,Naguilian,Dal-lipaoen,120.4258604,16.4657277
POINT (120.4182902 16.475861),1555,Naguilian,Dal-lipaoen,120.4182902,16.475861
POINT (120.4217408 16.4693837),1556,Naguilian,Dal-lipaoen,120.4217408,16.4693837
POINT (120.4218254 16.4696258),1557,Naguilian,Dal-lipaoen,120.4218254,16.4696258
POINT (120.403638 16.5187067),1558,Naguilian,Bato,120.403638,16.5187067
POINT (120.3989912 16.5237622),1559,Naguilian,Bato,120.3989912,16.5237622
POINT (120.4008565 16.5263088),1560,Naguilian,Bato,120.4008565,16.5263088
POINT (120.401674 16.5236701),1561,Naguilian,Bato,120.401674,16.5236701
POINT (120.4018872 16.5192137),1562,Naguilian,Bato,120.4018872,16.5192137
POINT (120.4010233 16.525039),1563,Naguilian,Bato,120.4010233,16.525039
POINT (120.4002987 16.5237593),1564,Naguilian,Bato,120.4002987,16.5237593
POINT (120.4026202 16.5194509),1565,Naguilian,Bato,120.4026202,16.5194509
POINT (120.4017223 16.5233118),1566,Naguilian,Bato,120.4017223,16.5233118
POINT (120.4159806 16.5567473),1567,Naguilian,Tuddingan,120.4159806,16.5567473
POINT (120.4042819 16.5617186),1568,Naguilian,Tuddingan,120.4042819,16.5617186
POINT (120.4167709 16.5536929),1569,Naguilian,Tuddingan,120.4167709,16.5536929
POINT (120.4166402 16.5528333),1570,Naguilian,Tuddingan,120.4166402,16.5528333
POINT (120.415231 16.5559349),1571,Naguilian,Tuddingan,120.415231,16.5559349
POINT (120.4107852 16.5556153),1572,Naguilian,Tuddingan,120.4107852,16.5556153
POINT (120.4139093 16.5564032),1573,Naguilian,Tuddingan,120.4139093,16.5564032
POINT (120.4072891 16.5569327),1574,Naguilian,Tuddingan,120.4072891,16.5569327
POINT (120.4018867 16.5624479),1575,Naguilian,Tuddingan,120.4018867,16.5624479
POINT (120.3822011 16.5075048),1576,Naguilian,Lioac Norte,120.3822011,16.5075048
POINT (120.3862245 16.5066324),1577,Naguilian,Lioac Norte,120.3862245,16.5066324
POINT (120.38777868 16.51021192),1578,Naguilian,Lioac Norte,120.3877787,16.51021192
POINT (120.3811763 16.5068827),1579,Naguilian,Lioac Norte,120.3811763,16.5068827
POINT (120.388363 16.51001),1580,Naguilian,Lioac Norte,120.388363,16.51001
POINT (120.3874995 16.5092926),1581,Naguilian,Lioac Norte,120.3874995,16.5092926
POINT (120.3861643 16.5093097),1582,Naguilian,Lioac Norte,120.3861643,16.5093097
POINT (120.3864338 16.5060671),1583,Naguilian,Lioac Norte,120.3864338,16.5060671
POINT (120.412956 16.5957003),1584,Naguilian,Gusing Norte,120.412956,16.5957003
POINT (120.4113782 16.5884675),1585,Naguilian,Gusing Norte,120.4113782,16.5884675
POINT (120.414291 16.5989137),1586,Naguilian,Gusing Norte,120.414291,16.5989137
POINT (120.4149053 16.6017008),1587,Naguilian,Gusing Norte,120.4149053,16.6017008
POINT (120.4126112 16.5936339),1588,Naguilian,Gusing Norte,120.4126112,16.5936339
POINT (120.4161081 16.6010298),1589,Naguilian,Gusing Norte,120.4161081,16.6010298
POINT (120.4174553 16.5994478),1590,Naguilian,Gusing Norte,120.4174553,16.5994478
POINT (120.4131436 16.5938043),1591,Naguilian,Gusing Norte,120.4131436,16.5938043
POINT (120.3807076 16.5578737),1592,Naguilian,Gusing Sur,120.3807076,16.5578737
POINT (120.3805571 16.5604352),1593,Naguilian,Gusing Sur,120.3805571,16.5604352
POINT (120.3810542 16.5611341),1594,Naguilian,Gusing Sur,120.3810542,16.5611341
POINT (120.3773629 16.5491621),1595,Naguilian,Gusing Sur,120.3773629,16.5491621
POINT (120.3790157 16.5462684),1596,Naguilian,Gusing Sur,120.3790157,16.5462684
POINT (120.3809057 16.5545208),1597,Naguilian,Gusing Sur,120.3809057,16.5545208
POINT (120.3808328 16.5584973),1598,Naguilian,Gusing Sur,120.3808328,16.5584973
POINT (120.3783538 16.548415),1599,Naguilian,Gusing Sur,120.3783538,16.548415
POINT (120.4052029 16.4683406),1600,Naguilian,Al-alinao Norte,120.4052029,16.4683406
POINT (120.4063794 16.4737493),1601,Naguilian,Al-alinao Norte,120.4063794,16.4737493
POINT (120.4030082 16.4715652),1602,Naguilian,Al-alinao Norte,120.4030082,16.4715652
POINT (120.4047192 16.4733337),1603,Naguilian,Al-alinao Norte,120.4047192,16.4733337
POINT (120.4139972 16.4764692),1604,Naguilian,Al-alinao Norte,120.4139972,16.4764692
POINT (120.4049014 16.4720906),1605,Naguilian,Al-alinao Norte,120.4049014,16.4720906
POINT (120.4100026 16.4744495),1606,Naguilian,Al-alinao Norte,120.4100026,16.4744495
POINT (120.413376 16.5762437),1607,Naguilian,Mamat-ing Sur,120.413376,16.5762437
POINT (120.4125227 16.5744373),1608,Naguilian,Mamat-ing Sur,120.4125227,16.5744373
POINT (120.4092123 16.5692095),1609,Naguilian,Mamat-ing Sur,120.4092123,16.5692095
POINT (120.4073766 16.5671534),1610,Naguilian,Mamat-ing Sur,120.4073766,16.5671534
POINT (120.4080914 16.5684241),1611,Naguilian,Mamat-ing Sur,120.4080914,16.5684241
POINT (120.4120748 16.5755583),1612,Naguilian,Mamat-ing Sur,120.4120748,16.5755583
POINT (120.4130818 16.5745826),1613,Naguilian,Mamat-ing Sur,120.4130818,16.5745826
POINT (120.4164543 16.5037423),1614,Naguilian,Lioac Sur,120.4164543,16.5037423
POINT (120.4166474 16.4959303),1615,Naguilian,Lioac Sur,120.4166474,16.4959303
POINT (120.4159737 16.4969901),1616,Naguilian,Lioac Sur,120.4159737,16.4969901
POINT (120.4136515 16.5006798),1617,Naguilian,Lioac Sur,120.4136515,16.5006798
POINT (120.4154638 16.5017943),1618,Naguilian,Lioac Sur,120.4154638,16.5017943
POINT (120.4188076 16.5043563),1619,Naguilian,Lioac Sur,120.4188076,16.5043563
POINT (120.4147757 16.4974128),1620,Naguilian,Lioac Sur,120.4147757,16.4974128
POINT (120.4219538 16.5725261),1621,Naguilian,Sili,120.4219538,16.5725261
POINT (120.4353798 16.5670503),1622,Naguilian,Sili,120.4353798,16.5670503
POINT (120.4236107 16.5684061),1623,Naguilian,Sili,120.4236107,16.5684061
POINT (120.4225745 16.5695997),1624,Naguilian,Sili,120.4225745,16.5695997
POINT (120.4219552 16.5709431),1625,Naguilian,Sili,120.4219552,16.5709431
POINT (120.4290697 16.5696552),1626,Naguilian,Sili,120.4290697,16.5696552
POINT (120.4210299 16.56953),1627,Naguilian,Sili,120.4210299,16.56953
POINT (120.3900162 16.5550017),1628,Naguilian,Guesset,120.3900162,16.5550017
POINT (120.3903344 16.5610572),1629,Naguilian,Guesset,120.3903344,16.5610572
POINT (120.4057182 16.5794955),1630,Naguilian,Guesset,120.4057182,16.5794955
POINT (120.3900971 16.5620632),1631,Naguilian,Guesset,120.3900971,16.5620632
POINT (120.3892176 16.5603088),1632,Naguilian,Guesset,120.3892176,16.5603088
POINT (120.3920954 16.5636737),1633,Naguilian,Guesset,120.3920954,16.5636737
POINT (120.3896863 16.5541126),1634,Naguilian,Guesset,120.3896863,16.5541126
POINT (120.4214794 16.5139148),1635,Naguilian,Daramuangan,120.4214794,16.5139148
POINT (120.4211558 16.5143429),1636,Naguilian,Daramuangan,120.4211558,16.5143429
POINT (120.420014 16.514127),1637,Naguilian,Daramuangan,120.420014,16.514127
POINT (120.4242981 16.5135603),1638,Naguilian,Daramuangan,120.4242981,16.5135603
POINT (120.4393442 16.5164915),1639,Naguilian,Daramuangan,120.4393442,16.5164915
POINT (120.4398294 16.5181515),1640,Naguilian,Daramuangan,120.4398294,16.5181515
POINT (120.4063869 16.5364305),1641,Naguilian,Bancagan,120.4063869,16.5364305
POINT (120.4035539 16.5350201),1642,Naguilian,Bancagan,120.4035539,16.5350201
POINT (120.4062571 16.5349426),1643,Naguilian,Bancagan,120.4062571,16.5349426
POINT (120.4029966 16.5323035),1644,Naguilian,Bancagan,120.4029966,16.5323035
POINT (120.4067226 16.5391041),1645,Naguilian,Bancagan,120.4067226,16.5391041
POINT (120.4015541 16.5302178),1646,Naguilian,Bancagan,120.4015541,16.5302178
POINT (120.428472 16.5142866),1647,Naguilian,Imelda,120.428472,16.5142866
POINT (120.4287895 16.5138812),1648,Naguilian,Imelda,120.4287895,16.5138812
POINT (120.4309799 16.5150277),1649,Naguilian,Imelda,120.4309799,16.5150277
POINT (120.4283426 16.5135025),1650,Naguilian,Imelda,120.4283426,16.5135025
POINT (120.4285447 16.5120116),1651,Naguilian,Imelda,120.4285447,16.5120116
POINT (120.4288141 16.5126876),1652,Naguilian,Imelda,120.4288141,16.5126876
POINT (120.4165585 16.5136047),1653,Naguilian,Bimmotobot,120.4165585,16.5136047
POINT (120.4135161 16.5117274),1654,Naguilian,Bimmotobot,120.4135161,16.5117274
POINT (120.4160102 16.5122733),1655,Naguilian,Bimmotobot,120.4160102,16.5122733
POINT (120.4103476 16.5073461),1656,Naguilian,Bimmotobot,120.4103476,16.5073461
POINT (120.4122394 16.510986),1657,Naguilian,Bimmotobot,120.4122394,16.510986
POINT (120.4096633 16.5094431),1658,Naguilian,Bimmotobot,120.4096633,16.5094431
POINT (120.4086352 16.5805376),1659,Naguilian,Aguioas,120.4086352,16.5805376
POINT (120.407961 16.5787698),1660,Naguilian,Aguioas,120.407961,16.5787698
POINT (120.4099591 16.5813579),1661,Naguilian,Aguioas,120.4099591,16.5813579
POINT (120.4053695 16.5808677),1662,Naguilian,Aguioas,120.4053695,16.5808677
POINT (120.4061792 16.5805553),1663,Naguilian,Aguioas,120.4061792,16.5805553
POINT (120.410743 16.5800983),1664,Naguilian,Aguioas,120.410743,16.5800983
POINT (120.3909478 16.542425),1665,Naguilian,Nagsidorisan,120.3909478,16.542425
POINT (120.3904061 16.5457458),1666,Naguilian,Nagsidorisan,120.3904061,16.5457458
POINT (120.3914497 16.5399544),1667,Naguilian,Nagsidorisan,120.3914497,16.5399544
POINT (120.39348994 16.54778107),1668,Naguilian,Nagsidorisan,120.3934899,16.54778107
POINT (120.3891781 16.5486804),1669,Naguilian,Nagsidorisan,120.3891781,16.5486804
POINT (120.389182 16.5457885),1670,Naguilian,Nagsidorisan,120.389182,16.5457885
POINT (120.381777 16.5236856),1671,Naguilian,Ribsuan,120.381777,16.5236856
POINT (120.3820525 16.5244658),1672,Naguilian,Ribsuan,120.3820525,16.5244658
POINT (120.3815187 16.5254394),1673,Naguilian,Ribsuan,120.3815187,16.5254394
POINT (120.3801519 16.52438),1674,Naguilian,Ribsuan,120.3801519,16.52438
POINT (120.3824745 16.526208),1675,Naguilian,Ribsuan,120.3824745,16.526208
POINT (120.3838915 16.5272069),1676,Naguilian,Ribsuan,120.3838915,16.5272069
POINT (120.3841207 16.5278916),1677,Naguilian,Baraoas Norte,120.3841207,16.5278916
POINT (120.3824773 16.5282341),1678,Naguilian,Baraoas Norte,120.3824773,16.5282341
POINT (120.3855243 16.5285908),1679,Naguilian,Baraoas Norte,120.3855243,16.5285908
POINT (120.3846046 16.5312894),1680,Naguilian,Baraoas Norte,120.3846046,16.5312894
POINT (120.3845929 16.5291845),1681,Naguilian,Baraoas Norte,120.3845929,16.5291845
POINT (120.3986866 16.5459266),1682,Naguilian,Al-alinao Sur,120.3986866,16.5459266
POINT (120.3989189 16.5439019),1683,Naguilian,Al-alinao Sur,120.3989189,16.5439019
POINT (120.3977491 16.5425358),1684,Naguilian,Al-alinao Sur,120.3977491,16.5425358
POINT (120.3969682 16.5407987),1685,Naguilian,Al-alinao Sur,120.3969682,16.5407987
POINT (120.3967834 16.5389453),1686,Naguilian,Al-alinao Sur,120.3967834,16.5389453
POINT (120.3993301 16.5041603),1687,Naguilian,Balecbec,120.3993301,16.5041603
POINT (120.3959413 16.517805),1688,Naguilian,Balecbec,120.3959413,16.517805
POINT (120.398713 16.5022665),1689,Naguilian,Balecbec,120.398713,16.5022665
POINT (120.3965698 16.5146863),1690,Naguilian,Balecbec,120.3965698,16.5146863
POINT (120.3982467 16.5013371),1691,Naguilian,Balecbec,120.3982467,16.5013371
POINT (120.3887704 16.5099403),1692,Naguilian,San Antonio,120.3887704,16.5099403
POINT (120.3899218 16.515417),1693,Naguilian,San Antonio,120.3899218,16.515417
POINT (120.3929975 16.5213462),1694,Naguilian,San Antonio,120.3929975,16.5213462
POINT (120.3923 16.5215482),1695,Naguilian,San Antonio,120.3923,16.5215482
POINT (120.3894876 16.5101276),1696,Naguilian,San Antonio,120.3894876,16.5101276
POINT (120.3792518 16.5447467),1697,Naguilian,Suguidan Norte,120.3792518,16.5447467
POINT (120.3786072 16.5412781),1698,Naguilian,Suguidan Norte,120.3786072,16.5412781
POINT (120.3718259 16.5433435),1699,Naguilian,Suguidan Norte,120.3718259,16.5433435
POINT (120.3722853 16.5417093),1700,Naguilian,Suguidan Norte,120.3722853,16.5417093
POINT (120.3730208 16.5431372),1701,Naguilian,Suguidan Norte,120.3730208,16.5431372
POINT (120.425812 16.5082202),1702,Naguilian,San Isidro,120.425812,16.5082202
POINT (120.4184573 16.5127487),1703,Naguilian,San Isidro,120.4184573,16.5127487
POINT (120.4247971 16.5079725),1704,Naguilian,San Isidro,120.4247971,16.5079725
POINT (120.4200086 16.5111485),1705,Naguilian,San Isidro,120.4200086,16.5111485
POINT (120.419377 16.5137507),1706,Naguilian,San Isidro,120.419377,16.5137507
POINT (120.4035713 16.514442),1707,Naguilian,Magungunay,120.4035713,16.514442
POINT (120.4039976 16.5143949),1708,Naguilian,Magungunay,120.4039976,16.5143949
POINT (120.4035097 16.5159018),1709,Naguilian,Magungunay,120.4035097,16.5159018
POINT (120.4034807 16.5127827),1710,Naguilian,Magungunay,120.4034807,16.5127827
POINT (120.4044096 16.5154002),1711,Naguilian,Magungunay,120.4044096,16.5154002
POINT (120.39157342 16.5253552),1712,Naguilian,Suguidan Sur,120.3915734,16.5253552
