WKT,Point #,Municipality,Barangay,Longitude,Latitude
POINT (120.386859 16.6078685),1,City of San Fernando (Capital),Sevilla,120.386859,16.6078685
POINT (120.4000413 16.6092204),2,City of San Fernando (Capital),Sevilla,120.4000413,16.6092204
POINT (120.3840483 16.6112117),3,City of San Fernando (Capital),Sevilla,120.3840483,16.6112117
POINT (120.398701 16.6092952),4,City of San Fernando (Capital),Sevilla,120.398701,16.6092952
POINT (120.405144 16.6104346),5,City of San Fernando (Capital),Sevilla,120.405144,16.6104346
POINT (120.3786666 16.6210971),6,City of San Fernando (Capital),Sevilla,120.3786666,16.6210971
POINT (120.3894361 16.601607),7,City of San Fernando (Capital),Sevilla,120.3894361,16.601607
POINT (120.3860761 16.6058896),8,City of San Fernando (Capital),Sevilla,120.3860761,16.6058896
POINT (120.4062878 16.6125569),9,City of San Fernando (Capital),Sevilla,120.4062878,16.6125569
POINT (120.3974367 16.6104139),10,City of San Fernando (Capital),Sevilla,120.3974367,16.6104139
POINT (120.3852782 16.6120091),11,City of San Fernando (Capital),Sevilla,120.3852782,16.6120091
POINT (120.3846929 16.6125275),12,City of San Fernando (Capital),Sevilla,120.3846929,16.6125275
POINT (120.3758092 16.6100593),13,City of San Fernando (Capital),Sevilla,120.3758092,16.6100593
POINT (120.4006903 16.6030381),14,City of San Fernando (Capital),Sevilla,120.4006903,16.6030381
POINT (120.392225 16.5996584),15,City of San Fernando (Capital),Sevilla,120.392225,16.5996584
POINT (120.3861338 16.6066917),16,City of San Fernando (Capital),Sevilla,120.3861338,16.6066917
POINT (120.4013898 16.6075401),17,City of San Fernando (Capital),Sevilla,120.4013898,16.6075401
POINT (120.3756118 16.6107197),18,City of San Fernando (Capital),Sevilla,120.3756118,16.6107197
POINT (120.3966521 16.6099061),19,City of San Fernando (Capital),Sevilla,120.3966521,16.6099061
POINT (120.3831491 16.6104818),20,City of San Fernando (Capital),Sevilla,120.3831491,16.6104818
POINT (120.3795728 16.621325),21,City of San Fernando (Capital),Sevilla,120.3795728,16.621325
POINT (120.3987711 16.6018783),22,City of San Fernando (Capital),Sevilla,120.3987711,16.6018783
POINT (120.3866634 16.6021987),23,City of San Fernando (Capital),Sevilla,120.3866634,16.6021987
POINT (120.38734877 16.61432901),24,City of San Fernando (Capital),Sevilla,120.3873488,16.61432901
POINT (120.3900106 16.6014507),25,City of San Fernando (Capital),Sevilla,120.3900106,16.6014507
POINT (120.3787472 16.619647),26,City of San Fernando (Capital),Sevilla,120.3787472,16.619647
POINT (120.3789567 16.6189639),27,City of San Fernando (Capital),Sevilla,120.3789567,16.6189639
POINT (120.3850057 16.6107774),28,City of San Fernando (Capital),Sevilla,120.3850057,16.6107774
POINT (120.386824 16.6025532),29,City of San Fernando (Capital),Sevilla,120.386824,16.6025532
POINT (120.4027005 16.6087526),30,City of San Fernando (Capital),Sevilla,120.4027005,16.6087526
POINT (120.4009257 16.6086812),31,City of San Fernando (Capital),Sevilla,120.4009257,16.6086812
POINT (120.407382 16.6146667),32,City of San Fernando (Capital),Sevilla,120.407382,16.6146667
POINT (120.3858614 16.6049399),33,City of San Fernando (Capital),Sevilla,120.3858614,16.6049399
POINT (120.385161 16.6125254),34,City of San Fernando (Capital),Sevilla,120.385161,16.6125254
POINT (120.3819055 16.6093476),35,City of San Fernando (Capital),Sevilla,120.3819055,16.6093476
POINT (120.4022968 16.6087939),36,City of San Fernando (Capital),Sevilla,120.4022968,16.6087939
POINT (120.399455 16.6093736),37,City of San Fernando (Capital),Sevilla,120.399455,16.6093736
POINT (120.398462 16.6018614),38,City of San Fernando (Capital),Sevilla,120.398462,16.6018614
POINT (120.4014873 16.6063381),39,City of San Fernando (Capital),Sevilla,120.4014873,16.6063381
POINT (120.384482 16.6134152),40,City of San Fernando (Capital),Sevilla,120.384482,16.6134152
POINT (120.3898044 16.6017452),41,City of San Fernando (Capital),Sevilla,120.3898044,16.6017452
POINT (120.3782861 16.6209512),42,City of San Fernando (Capital),Sevilla,120.3782861,16.6209512
POINT (120.3755082 16.6101903),43,City of San Fernando (Capital),Sevilla,120.3755082,16.6101903
POINT (120.4007625 16.6056925),44,City of San Fernando (Capital),Sevilla,120.4007625,16.6056925
POINT (120.3860238 16.6118372),45,City of San Fernando (Capital),Sevilla,120.3860238,16.6118372
POINT (120.3848816 16.6126449),46,City of San Fernando (Capital),Sevilla,120.3848816,16.6126449
POINT (120.4004809 16.6093652),47,City of San Fernando (Capital),Sevilla,120.4004809,16.6093652
POINT (120.3855372 16.6120882),48,City of San Fernando (Capital),Sevilla,120.3855372,16.6120882
POINT (120.3863915 16.6069172),49,City of San Fernando (Capital),Sevilla,120.3863915,16.6069172
POINT (120.3756616 16.609623),50,City of San Fernando (Capital),Sevilla,120.3756616,16.609623
POINT (120.3972368 16.6093094),51,City of San Fernando (Capital),Sevilla,120.3972368,16.6093094
POINT (120.3829036 16.6098685),52,City of San Fernando (Capital),Sevilla,120.3829036,16.6098685
POINT (120.38871345 16.61526905),53,City of San Fernando (Capital),Sevilla,120.3887135,16.61526905
POINT (120.4053961 16.6105757),54,City of San Fernando (Capital),Sevilla,120.4053961,16.6105757
POINT (120.3848125 16.6113246),55,City of San Fernando (Capital),Sevilla,120.3848125,16.6113246
POINT (120.3759387 16.6078521),56,City of San Fernando (Capital),Sevilla,120.3759387,16.6078521
POINT (120.3842227 16.6139249),57,City of San Fernando (Capital),Sevilla,120.3842227,16.6139249
POINT (120.4004468 16.6034004),58,City of San Fernando (Capital),Sevilla,120.4004468,16.6034004
POINT (120.4015848 16.60894),59,City of San Fernando (Capital),Sevilla,120.4015848,16.60894
POINT (120.3881195 16.6155102),60,City of San Fernando (Capital),Sevilla,120.3881195,16.6155102
POINT (120.3847501 16.613054),61,City of San Fernando (Capital),Sevilla,120.3847501,16.613054
POINT (120.4052794 16.6283385),62,City of San Fernando (Capital),Catbangen,120.4052794,16.6283385
POINT (120.4088139 16.6242004),63,City of San Fernando (Capital),Catbangen,120.4088139,16.6242004
POINT (120.4029015 16.6256557),64,City of San Fernando (Capital),Catbangen,120.4029015,16.6256557
POINT (120.4070632 16.6284537),65,City of San Fernando (Capital),Catbangen,120.4070632,16.6284537
POINT (120.3986966 16.6265225),66,City of San Fernando (Capital),Catbangen,120.3986966,16.6265225
POINT (120.3978341 16.6276752),67,City of San Fernando (Capital),Catbangen,120.3978341,16.6276752
POINT (120.4096537 16.6250331),68,City of San Fernando (Capital),Catbangen,120.4096537,16.6250331
POINT (120.391976 16.6293146),69,City of San Fernando (Capital),Catbangen,120.391976,16.6293146
POINT (120.3944828 16.6321024),70,City of San Fernando (Capital),Catbangen,120.3944828,16.6321024
POINT (120.3944718 16.6343454),71,City of San Fernando (Capital),Catbangen,120.3944718,16.6343454
POINT (120.3975691 16.6314657),72,City of San Fernando (Capital),Catbangen,120.3975691,16.6314657
POINT (120.4000383 16.6306961),73,City of San Fernando (Capital),Catbangen,120.4000383,16.6306961
POINT (120.4111414 16.6244961),74,City of San Fernando (Capital),Catbangen,120.4111414,16.6244961
POINT (120.4004624 16.6285063),75,City of San Fernando (Capital),Catbangen,120.4004624,16.6285063
POINT (120.4047208 16.6240509),76,City of San Fernando (Capital),Catbangen,120.4047208,16.6240509
POINT (120.3934843 16.6268375),77,City of San Fernando (Capital),Catbangen,120.3934843,16.6268375
POINT (120.3932475 16.6367441),78,City of San Fernando (Capital),Catbangen,120.3932475,16.6367441
POINT (120.4029447 16.6272129),79,City of San Fernando (Capital),Catbangen,120.4029447,16.6272129
POINT (120.3909404 16.631135),80,City of San Fernando (Capital),Catbangen,120.3909404,16.631135
POINT (120.3993521 16.6309364),81,City of San Fernando (Capital),Catbangen,120.3993521,16.6309364
POINT (120.395654 16.6381649),82,City of San Fernando (Capital),Catbangen,120.395654,16.6381649
POINT (120.3917383 16.6312169),83,City of San Fernando (Capital),Catbangen,120.3917383,16.6312169
POINT (120.3950025 16.6295474),84,City of San Fernando (Capital),Catbangen,120.3950025,16.6295474
POINT (120.4014581 16.6259864),85,City of San Fernando (Capital),Catbangen,120.4014581,16.6259864
POINT (120.4014511 16.6236714),86,City of San Fernando (Capital),Catbangen,120.4014511,16.6236714
POINT (120.4000692 16.6228365),87,City of San Fernando (Capital),Catbangen,120.4000692,16.6228365
POINT (120.3956097 16.6331084),88,City of San Fernando (Capital),Catbangen,120.3956097,16.6331084
POINT (120.4002789 16.6267738),89,City of San Fernando (Capital),Catbangen,120.4002789,16.6267738
POINT (120.393179 16.63780929),90,City of San Fernando (Capital),Catbangen,120.393179,16.63780929
POINT (120.3981482 16.6272127),91,City of San Fernando (Capital),Catbangen,120.3981482,16.6272127
POINT (120.4025768 16.6273271),92,City of San Fernando (Capital),Catbangen,120.4025768,16.6273271
POINT (120.3916332 16.629372),93,City of San Fernando (Capital),Catbangen,120.3916332,16.629372
POINT (120.4063965 16.6219352),94,City of San Fernando (Capital),Catbangen,120.4063965,16.6219352
POINT (120.3921337 16.6288339),95,City of San Fernando (Capital),Catbangen,120.3921337,16.6288339
POINT (120.4006586 16.6225976),96,City of San Fernando (Capital),Catbangen,120.4006586,16.6225976
POINT (120.4030288 16.6263119),97,City of San Fernando (Capital),Catbangen,120.4030288,16.6263119
POINT (120.3966893 16.628538),98,City of San Fernando (Capital),Catbangen,120.3966893,16.628538
POINT (120.4007559 16.6265901),99,City of San Fernando (Capital),Catbangen,120.4007559,16.6265901
POINT (120.4046982 16.6283565),100,City of San Fernando (Capital),Catbangen,120.4046982,16.6283565
POINT (120.4030464 16.6276429),101,City of San Fernando (Capital),Catbangen,120.4030464,16.6276429
POINT (120.4072456 16.6235826),102,City of San Fernando (Capital),Catbangen,120.4072456,16.6235826
POINT (120.3992462 16.6274716),103,City of San Fernando (Capital),Catbangen,120.3992462,16.6274716
POINT (120.3995733 16.6264719),104,City of San Fernando (Capital),Catbangen,120.3995733,16.6264719
POINT (120.4048908 16.6236767),105,City of San Fernando (Capital),Catbangen,120.4048908,16.6236767
POINT (120.4009251 16.6260867),106,City of San Fernando (Capital),Catbangen,120.4009251,16.6260867
POINT (120.3989459 16.630553),107,City of San Fernando (Capital),Catbangen,120.3989459,16.630553
POINT (120.3946932 16.6338196),108,City of San Fernando (Capital),Catbangen,120.3946932,16.6338196
POINT (120.3956224 16.6384697),109,City of San Fernando (Capital),Catbangen,120.3956224,16.6384697
POINT (120.3957715 16.628697),110,City of San Fernando (Capital),Catbangen,120.3957715,16.628697
POINT (120.4030831 16.6252041),111,City of San Fernando (Capital),Catbangen,120.4030831,16.6252041
POINT (120.3914888 16.6311188),112,City of San Fernando (Capital),Catbangen,120.3914888,16.6311188
POINT (120.3947149 16.6327892),113,City of San Fernando (Capital),Catbangen,120.3947149,16.6327892
POINT (120.3917993 16.573679),114,City of San Fernando (Capital),Lingsat,120.3917993,16.573679
POINT (120.3896832 16.5695592),115,City of San Fernando (Capital),Lingsat,120.3896832,16.5695592
POINT (120.3919014 16.5728458),116,City of San Fernando (Capital),Lingsat,120.3919014,16.5728458
POINT (120.3968561 16.5948617),117,City of San Fernando (Capital),Lingsat,120.3968561,16.5948617
POINT (120.3962619 16.5922046),118,City of San Fernando (Capital),Lingsat,120.3962619,16.5922046
POINT (120.3956921 16.5874135),119,City of San Fernando (Capital),Lingsat,120.3956921,16.5874135
POINT (120.3922689 16.5799043),120,City of San Fernando (Capital),Lingsat,120.3922689,16.5799043
POINT (120.3967696 16.593305),121,City of San Fernando (Capital),Lingsat,120.3967696,16.593305
POINT (120.3965705 16.5910549),122,City of San Fernando (Capital),Lingsat,120.3965705,16.5910549
POINT (120.3912888 16.5744814),123,City of San Fernando (Capital),Lingsat,120.3912888,16.5744814
POINT (120.3925683 16.5800295),124,City of San Fernando (Capital),Lingsat,120.3925683,16.5800295
POINT (120.3917684 16.5759441),125,City of San Fernando (Capital),Lingsat,120.3917684,16.5759441
POINT (120.3923026 16.5793858),126,City of San Fernando (Capital),Lingsat,120.3923026,16.5793858
POINT (120.3915705 16.5787581),127,City of San Fernando (Capital),Lingsat,120.3915705,16.5787581
POINT (120.3962206 16.5884295),128,City of San Fernando (Capital),Lingsat,120.3962206,16.5884295
POINT (120.3985834 16.5976798),129,City of San Fernando (Capital),Lingsat,120.3985834,16.5976798
POINT (120.3905469 16.5693028),130,City of San Fernando (Capital),Lingsat,120.3905469,16.5693028
POINT (120.3939345 16.5664369),131,City of San Fernando (Capital),Lingsat,120.3939345,16.5664369
POINT (120.39573657 16.59871395),132,City of San Fernando (Capital),Lingsat,120.3957366,16.59871395
POINT (120.3934202 16.5809313),133,City of San Fernando (Capital),Lingsat,120.3934202,16.5809313
POINT (120.3910442 16.579602),134,City of San Fernando (Capital),Lingsat,120.3910442,16.579602
POINT (120.3958749 16.5896408),135,City of San Fernando (Capital),Lingsat,120.3958749,16.5896408
POINT (120.3954217 16.5857285),136,City of San Fernando (Capital),Lingsat,120.3954217,16.5857285
POINT (120.392186 16.5720138),137,City of San Fernando (Capital),Lingsat,120.392186,16.5720138
POINT (120.3915854 16.5748873),138,City of San Fernando (Capital),Lingsat,120.3915854,16.5748873
POINT (120.3945544 16.5817099),139,City of San Fernando (Capital),Lingsat,120.3945544,16.5817099
POINT (120.3890697 16.5700845),140,City of San Fernando (Capital),Lingsat,120.3890697,16.5700845
POINT (120.3900284 16.568655),141,City of San Fernando (Capital),Lingsat,120.3900284,16.568655
POINT (120.3917844 16.5733062),142,City of San Fernando (Capital),Lingsat,120.3917844,16.5733062
POINT (120.392108 16.5778283),143,City of San Fernando (Capital),Lingsat,120.392108,16.5778283
POINT (120.3964298 16.592317),144,City of San Fernando (Capital),Lingsat,120.3964298,16.592317
POINT (120.3971981 16.5946397),145,City of San Fernando (Capital),Lingsat,120.3971981,16.5946397
POINT (120.3920107 16.5717048),146,City of San Fernando (Capital),Lingsat,120.3920107,16.5717048
POINT (120.3915509 16.5742228),147,City of San Fernando (Capital),Lingsat,120.3915509,16.5742228
POINT (120.3921215 16.572458),148,City of San Fernando (Capital),Lingsat,120.3921215,16.572458
POINT (120.3980978 16.5987955),149,City of San Fernando (Capital),Lingsat,120.3980978,16.5987955
POINT (120.3944701 16.583385),150,City of San Fernando (Capital),Lingsat,120.3944701,16.583385
POINT (120.3967103 16.5908686),151,City of San Fernando (Capital),Lingsat,120.3967103,16.5908686
POINT (120.396372 16.5917005),152,City of San Fernando (Capital),Lingsat,120.396372,16.5917005
POINT (120.3989691 16.5976074),153,City of San Fernando (Capital),Lingsat,120.3989691,16.5976074
POINT (120.4124258 16.6374412),154,City of San Fernando (Capital),Poro,120.4124258,16.6374412
POINT (120.418595 16.6153747),155,City of San Fernando (Capital),Poro,120.418595,16.6153747
POINT (120.4195521 16.6317581),156,City of San Fernando (Capital),Poro,120.4195521,16.6317581
POINT (120.4195616 16.6166564),157,City of San Fernando (Capital),Poro,120.4195616,16.6166564
POINT (120.4194484 16.6196606),158,City of San Fernando (Capital),Poro,120.4194484,16.6196606
POINT (120.4127092 16.6342811),159,City of San Fernando (Capital),Poro,120.4127092,16.6342811
POINT (120.4130479 16.6231811),160,City of San Fernando (Capital),Poro,120.4130479,16.6231811
POINT (120.4187729 16.6206849),161,City of San Fernando (Capital),Poro,120.4187729,16.6206849
POINT (120.4179583 16.6302627),162,City of San Fernando (Capital),Poro,120.4179583,16.6302627
POINT (120.4189387 16.6221511),163,City of San Fernando (Capital),Poro,120.4189387,16.6221511
POINT (120.4149198 16.6233615),164,City of San Fernando (Capital),Poro,120.4149198,16.6233615
POINT (120.4185889 16.6223541),165,City of San Fernando (Capital),Poro,120.4185889,16.6223541
POINT (120.4215303 16.6401331),166,City of San Fernando (Capital),Poro,120.4215303,16.6401331
POINT (120.4130107 16.6344995),167,City of San Fernando (Capital),Poro,120.4130107,16.6344995
POINT (120.4193426 16.6163287),168,City of San Fernando (Capital),Poro,120.4193426,16.6163287
POINT (120.4216757 16.6379534),169,City of San Fernando (Capital),Poro,120.4216757,16.6379534
POINT (120.4192994 16.6182302),170,City of San Fernando (Capital),Poro,120.4192994,16.6182302
POINT (120.4114852 16.6377772),171,City of San Fernando (Capital),Poro,120.4114852,16.6377772
POINT (120.4193063 16.6192184),172,City of San Fernando (Capital),Poro,120.4193063,16.6192184
POINT (120.4221202 16.6411549),173,City of San Fernando (Capital),Poro,120.4221202,16.6411549
POINT (120.4222916 16.6424597),174,City of San Fernando (Capital),Poro,120.4222916,16.6424597
POINT (120.4164244 16.6287106),175,City of San Fernando (Capital),Poro,120.4164244,16.6287106
POINT (120.4225003 16.6335271),176,City of San Fernando (Capital),Poro,120.4225003,16.6335271
POINT (120.4150748 16.6229727),177,City of San Fernando (Capital),Poro,120.4150748,16.6229727
POINT (120.4197977 16.6164567),178,City of San Fernando (Capital),Poro,120.4197977,16.6164567
POINT (120.419164 16.6248783),179,City of San Fernando (Capital),Poro,120.419164,16.6248783
POINT (120.4158759 16.631216),180,City of San Fernando (Capital),Poro,120.4158759,16.631216
POINT (120.4192247 16.6200748),181,City of San Fernando (Capital),Poro,120.4192247,16.6200748
POINT (120.4219308 16.6346411),182,City of San Fernando (Capital),Poro,120.4219308,16.6346411
POINT (120.4118842 16.6423022),183,City of San Fernando (Capital),Poro,120.4118842,16.6423022
POINT (120.4197371 16.6180134),184,City of San Fernando (Capital),Poro,120.4197371,16.6180134
POINT (120.4160515 16.6298709),185,City of San Fernando (Capital),Poro,120.4160515,16.6298709
POINT (120.4171519 16.6273547),186,City of San Fernando (Capital),Poro,120.4171519,16.6273547
POINT (120.4201334 16.6203433),187,City of San Fernando (Capital),Poro,120.4201334,16.6203433
POINT (120.4186234 16.6216817),188,City of San Fernando (Capital),Poro,120.4186234,16.6216817
POINT (120.4184738 16.6256533),189,City of San Fernando (Capital),Poro,120.4184738,16.6256533
POINT (120.3523159 16.6099047),190,City of San Fernando (Capital),Tanqui,120.3523159,16.6099047
POINT (120.3570752 16.6052443),191,City of San Fernando (Capital),Tanqui,120.3570752,16.6052443
POINT (120.364314 16.5888814),192,City of San Fernando (Capital),Tanqui,120.364314,16.5888814
POINT (120.3536911 16.607081),193,City of San Fernando (Capital),Tanqui,120.3536911,16.607081
POINT (120.3631179 16.5900064),194,City of San Fernando (Capital),Tanqui,120.3631179,16.5900064
POINT (120.3572612 16.6059637),195,City of San Fernando (Capital),Tanqui,120.3572612,16.6059637
POINT (120.3562344 16.5961961),196,City of San Fernando (Capital),Tanqui,120.3562344,16.5961961
POINT (120.3501932 16.6106197),197,City of San Fernando (Capital),Tanqui,120.3501932,16.6106197
POINT (120.3516306 16.6045107),198,City of San Fernando (Capital),Tanqui,120.3516306,16.6045107
POINT (120.3523792 16.6084704),199,City of San Fernando (Capital),Tanqui,120.3523792,16.6084704
POINT (120.3532802 16.6058708),200,City of San Fernando (Capital),Tanqui,120.3532802,16.6058708
POINT (120.351006 16.6064927),201,City of San Fernando (Capital),Tanqui,120.351006,16.6064927
POINT (120.3576706 16.6049527),202,City of San Fernando (Capital),Tanqui,120.3576706,16.6049527
POINT (120.3555216 16.5986527),203,City of San Fernando (Capital),Tanqui,120.3555216,16.5986527
POINT (120.3502238 16.6080961),204,City of San Fernando (Capital),Tanqui,120.3502238,16.6080961
POINT (120.3509896 16.6059246),205,City of San Fernando (Capital),Tanqui,120.3509896,16.6059246
POINT (120.356214 16.605719),206,City of San Fernando (Capital),Tanqui,120.356214,16.605719
POINT (120.3596864 16.6041163),207,City of San Fernando (Capital),Tanqui,120.3596864,16.6041163
POINT (120.3594351 16.6046486),208,City of San Fernando (Capital),Tanqui,120.3594351,16.6046486
POINT (120.3589377 16.6046728),209,City of San Fernando (Capital),Tanqui,120.3589377,16.6046728
POINT (120.3513695 16.6054101),210,City of San Fernando (Capital),Tanqui,120.3513695,16.6054101
POINT (120.3501675 16.6093443),211,City of San Fernando (Capital),Tanqui,120.3501675,16.6093443
POINT (120.3527809 16.6070064),212,City of San Fernando (Capital),Tanqui,120.3527809,16.6070064
POINT (120.3531367 16.6054041),213,City of San Fernando (Capital),Tanqui,120.3531367,16.6054041
POINT (120.3523625 16.6090469),214,City of San Fernando (Capital),Tanqui,120.3523625,16.6090469
POINT (120.3537645 16.604812),215,City of San Fernando (Capital),Tanqui,120.3537645,16.604812
POINT (120.3497248 16.6090579),216,City of San Fernando (Capital),Tanqui,120.3497248,16.6090579
POINT (120.3519111 16.6096342),217,City of San Fernando (Capital),Tanqui,120.3519111,16.6096342
POINT (120.3840938 16.56989),218,City of San Fernando (Capital),Biday,120.3840938,16.56989
POINT (120.3793642 16.5629304),219,City of San Fernando (Capital),Biday,120.3793642,16.5629304
POINT (120.379331 16.5736377),220,City of San Fernando (Capital),Biday,120.379331,16.5736377
POINT (120.38566373 16.57084356),221,City of San Fernando (Capital),Biday,120.3856637,16.57084356
POINT (120.379411 16.5742428),222,City of San Fernando (Capital),Biday,120.379411,16.5742428
POINT (120.3770688 16.5687408),223,City of San Fernando (Capital),Biday,120.3770688,16.5687408
POINT (120.3770462 16.5711383),224,City of San Fernando (Capital),Biday,120.3770462,16.5711383
POINT (120.3795285 16.5644951),225,City of San Fernando (Capital),Biday,120.3795285,16.5644951
POINT (120.3785393 16.5621707),226,City of San Fernando (Capital),Biday,120.3785393,16.5621707
POINT (120.376183 16.5690649),227,City of San Fernando (Capital),Biday,120.376183,16.5690649
POINT (120.3777419 16.5731168),228,City of San Fernando (Capital),Biday,120.3777419,16.5731168
POINT (120.3785466 16.5727464),229,City of San Fernando (Capital),Biday,120.3785466,16.5727464
POINT (120.37968442 16.57095338),230,City of San Fernando (Capital),Biday,120.3796844,16.57095338
POINT (120.3788854 16.5730066),231,City of San Fernando (Capital),Biday,120.3788854,16.5730066
POINT (120.3793346 16.5653099),232,City of San Fernando (Capital),Biday,120.3793346,16.5653099
POINT (120.3765628 16.563163),233,City of San Fernando (Capital),Biday,120.3765628,16.563163
POINT (120.3877737 16.57115908),234,City of San Fernando (Capital),Biday,120.3877737,16.57115908
POINT (120.38235328 16.56976388),235,City of San Fernando (Capital),Biday,120.3823533,16.56976388
POINT (120.3765761 16.5672341),236,City of San Fernando (Capital),Biday,120.3765761,16.5672341
POINT (120.3789392 16.5694513),237,City of San Fernando (Capital),Biday,120.3789392,16.5694513
POINT (120.3787924 16.57222),238,City of San Fernando (Capital),Biday,120.3787924,16.57222
POINT (120.3763938 16.5640304),239,City of San Fernando (Capital),Biday,120.3763938,16.5640304
POINT (120.3784477 16.5660989),240,City of San Fernando (Capital),Biday,120.3784477,16.5660989
POINT (120.3792956 16.5732009),241,City of San Fernando (Capital),Biday,120.3792956,16.5732009
POINT (120.3536797 16.5706801),242,City of San Fernando (Capital),Santiago Norte,120.3536797,16.5706801
POINT (120.3481539 16.575973),243,City of San Fernando (Capital),Santiago Norte,120.3481539,16.575973
POINT (120.3473179 16.575992),244,City of San Fernando (Capital),Santiago Norte,120.3473179,16.575992
POINT (120.3521407 16.5735734),245,City of San Fernando (Capital),Santiago Norte,120.3521407,16.5735734
POINT (120.3514888 16.5743918),246,City of San Fernando (Capital),Santiago Norte,120.3514888,16.5743918
POINT (120.3466153 16.5753802),247,City of San Fernando (Capital),Santiago Norte,120.3466153,16.5753802
POINT (120.3450235 16.5739149),248,City of San Fernando (Capital),Santiago Norte,120.3450235,16.5739149
POINT (120.3483727 16.5762261),249,City of San Fernando (Capital),Santiago Norte,120.3483727,16.5762261
POINT (120.3512619 16.5775196),250,City of San Fernando (Capital),Santiago Norte,120.3512619,16.5775196
POINT (120.3535729 16.5671651),251,City of San Fernando (Capital),Santiago Norte,120.3535729,16.5671651
POINT (120.3515428 16.573865),252,City of San Fernando (Capital),Santiago Norte,120.3515428,16.573865
POINT (120.3540885 16.5707007),253,City of San Fernando (Capital),Santiago Norte,120.3540885,16.5707007
POINT (120.3446578 16.573792),254,City of San Fernando (Capital),Santiago Norte,120.3446578,16.573792
POINT (120.350997 16.574659),255,City of San Fernando (Capital),Santiago Norte,120.350997,16.574659
POINT (120.351661 16.5767827),256,City of San Fernando (Capital),Santiago Norte,120.351661,16.5767827
POINT (120.3523641 16.5740063),257,City of San Fernando (Capital),Santiago Norte,120.3523641,16.5740063
POINT (120.3524434 16.5765255),258,City of San Fernando (Capital),Santiago Norte,120.3524434,16.5765255
POINT (120.3524217 16.5771033),259,City of San Fernando (Capital),Santiago Norte,120.3524217,16.5771033
POINT (120.3532739 16.5729313),260,City of San Fernando (Capital),Santiago Norte,120.3532739,16.5729313
POINT (120.3502688 16.5762631),261,City of San Fernando (Capital),Santiago Norte,120.3502688,16.5762631
POINT (120.3541645 16.5657704),262,City of San Fernando (Capital),Santiago Norte,120.3541645,16.5657704
POINT (120.3494506 16.5755692),263,City of San Fernando (Capital),Santiago Norte,120.3494506,16.5755692
POINT (120.3719986 16.6072065),264,City of San Fernando (Capital),Cabaroan,120.3719986,16.6072065
POINT (120.3739532 16.5978449),265,City of San Fernando (Capital),Cabaroan,120.3739532,16.5978449
POINT (120.3734243 16.6009743),266,City of San Fernando (Capital),Cabaroan,120.3734243,16.6009743
POINT (120.37554397 16.60201281),267,City of San Fernando (Capital),Cabaroan,120.375544,16.60201281
POINT (120.3754548 16.5947313),268,City of San Fernando (Capital),Cabaroan,120.3754548,16.5947313
POINT (120.3698805 16.6101089),269,City of San Fernando (Capital),Cabaroan,120.3698805,16.6101089
POINT (120.371741 16.6058592),270,City of San Fernando (Capital),Cabaroan,120.371741,16.6058592
POINT (120.3768698 16.5882684),271,City of San Fernando (Capital),Cabaroan,120.3768698,16.5882684
POINT (120.3739467 16.599863),272,City of San Fernando (Capital),Cabaroan,120.3739467,16.599863
POINT (120.3738499 16.5991447),273,City of San Fernando (Capital),Cabaroan,120.3738499,16.5991447
POINT (120.3768139 16.5873974),274,City of San Fernando (Capital),Cabaroan,120.3768139,16.5873974
POINT (120.3766682 16.5879896),275,City of San Fernando (Capital),Cabaroan,120.3766682,16.5879896
POINT (120.3764475 16.5852873),276,City of San Fernando (Capital),Cabaroan,120.3764475,16.5852873
POINT (120.3717444 16.6051639),277,City of San Fernando (Capital),Cabaroan,120.3717444,16.6051639
POINT (120.3765336 16.590717),278,City of San Fernando (Capital),Cabaroan,120.3765336,16.590717
POINT (120.3714799 16.6082841),279,City of San Fernando (Capital),Cabaroan,120.3714799,16.6082841
POINT (120.3735196 16.6001644),280,City of San Fernando (Capital),Cabaroan,120.3735196,16.6001644
POINT (120.3721577 16.6062669),281,City of San Fernando (Capital),Cabaroan,120.3721577,16.6062669
POINT (120.3674234 16.6102856),282,City of San Fernando (Capital),Cabaroan,120.3674234,16.6102856
POINT (120.3749488 16.5958538),283,City of San Fernando (Capital),Cabaroan,120.3749488,16.5958538
POINT (120.3290371 16.6275873),284,City of San Fernando (Capital),San Francisco,120.3290371,16.6275873
POINT (120.3223492 16.6362947),285,City of San Fernando (Capital),San Francisco,120.3223492,16.6362947
POINT (120.3323989 16.6302328),286,City of San Fernando (Capital),San Francisco,120.3323989,16.6302328
POINT (120.329876 16.6368328),287,City of San Fernando (Capital),San Francisco,120.329876,16.6368328
POINT (120.3279839 16.6328338),288,City of San Fernando (Capital),San Francisco,120.3279839,16.6328338
POINT (120.3247516 16.6275988),289,City of San Fernando (Capital),San Francisco,120.3247516,16.6275988
POINT (120.3235037 16.6240537),290,City of San Fernando (Capital),San Francisco,120.3235037,16.6240537
POINT (120.3267558 16.6300506),291,City of San Fernando (Capital),San Francisco,120.3267558,16.6300506
POINT (120.3330411 16.6333102),292,City of San Fernando (Capital),San Francisco,120.3330411,16.6333102
POINT (120.3244515 16.6285727),293,City of San Fernando (Capital),San Francisco,120.3244515,16.6285727
POINT (120.3272629 16.6274266),294,City of San Fernando (Capital),San Francisco,120.3272629,16.6274266
